id,x,y,h,dom_radius,surface,volume,crown_wkt
91,380817.88,6573525.31,19.26,11.00,305.0,4532.5,"POLYGON((380826.0 6573527.8,380825.9 6573529.2,380825.4 6573530.5,380824.6 6573531.8,380823.5 6573532.8,380822.2 6573533.7,380820.7 6573534.4,380819.1 6573534.8,380817.5 6573534.9,380815.8 6573534.8,380814.2 6573534.4,380812.7 6573533.7,380811.4 6573532.8,380810.4 6573531.8,380809.6 6573530.5,380809.1 6573529.2,380808.9 6573527.8,380809.1 6573526.4,380809.6 6573525.1,380810.4 6573523.8,380811.4 6573522.8,380812.7 6573521.9,380814.2 6573521.2,380815.8 6573520.8,380817.5 6573520.7,380819.1 6573520.8,380820.7 6573521.2,380822.2 6573521.9,380823.5 6573522.8,380824.6 6573523.8,380825.4 6573525.1,380825.9 6573526.4,380826.0 6573527.8))"
92,380169.88,6573522.31,24.28,11.00,454.0,9730.3,"POLYGON((380175.9 6573531.5,380175.6 6573533.1,380174.8 6573534.6,380173.4 6573536.0,380171.5 6573537.2,380169.3 6573538.2,380166.7 6573539.0,380163.9 6573539.4,380160.9 6573539.6,380158.0 6573539.4,380155.2 6573539.0,380152.6 6573538.2,380150.3 6573537.2,380148.5 6573536.0,380147.1 6573534.6,380146.2 6573533.1,380146.0 6573531.5,380146.2 6573529.9,380147.1 6573528.4,380148.5 6573527.0,380150.3 6573525.8,380152.6 6573524.8,380155.2 6573524.1,380158.0 6573523.6,380160.9 6573523.4,380163.9 6573523.6,380166.7 6573524.1,380169.3 6573524.8,380171.5 6573525.8,380173.4 6573527.0,380174.8 6573528.4,380175.6 6573529.9,380175.9 6573531.5))"
93,380076.88,6573521.31,23.30,11.00,42.0,836.9,"POLYGON((380080.4 6573521.3,380080.4 6573521.8,380080.2 6573522.2,380080.0 6573522.7,380079.7 6573523.1,380079.2 6573523.4,380078.8 6573523.6,380078.3 6573523.8,380077.8 6573523.8,380077.2 6573523.8,380076.7 6573523.6,380076.3 6573523.4,380075.9 6573523.1,380075.5 6573522.7,380075.3 6573522.2,380075.1 6573521.8,380075.1 6573521.3,380075.1 6573520.8,380075.3 6573520.3,380075.5 6573519.8,380075.9 6573519.4,380076.3 6573519.1,380076.7 6573518.9,380077.2 6573518.7,380077.8 6573518.7,380078.3 6573518.7,380078.8 6573518.9,380079.2 6573519.1,380079.7 6573519.4,380080.0 6573519.8,380080.2 6573520.3,380080.4 6573520.8,380080.4 6573521.3))"
94,380195.88,6573521.31,25.26,11.00,512.0,10753.4,"POLYGON((380226.0 6573516.3,380225.6 6573518.1,380224.6 6573519.8,380222.8 6573521.4,380220.5 6573522.8,380217.7 6573523.9,380214.4 6573524.7,380210.9 6573525.2,380207.3 6573525.4,380203.6 6573525.2,380200.1 6573524.7,380196.9 6573523.9,380194.1 6573522.8,380191.7 6573521.4,380190.0 6573519.8,380188.9 6573518.1,380188.6 6573516.3,380188.9 6573514.6,380190.0 6573512.8,380191.7 6573511.3,380194.1 6573509.9,380196.9 6573508.8,380200.1 6573507.9,380203.6 6573507.4,380207.3 6573507.2,380210.9 6573507.4,380214.4 6573507.9,380217.7 6573508.8,380220.5 6573509.9,380222.8 6573511.3,380224.6 6573512.8,380225.6 6573514.6,380226.0 6573516.3))"
95,380290.88,6573521.31,21.88,11.00,215.0,4251.9,"POLYGON((380292.8 6573509.4,380292.7 6573511.9,380292.4 6573514.4,380292.0 6573516.6,380291.4 6573518.6,380290.7 6573520.2,380289.9 6573521.4,380289.0 6573522.2,380288.1 6573522.4,380287.2 6573522.2,380286.4 6573521.4,380285.6 6573520.2,380284.9 6573518.6,380284.3 6573516.6,380283.9 6573514.4,380283.6 6573511.9,380283.5 6573509.4,380283.6 6573506.8,380283.9 6573504.4,380284.3 6573502.1,380284.9 6573500.1,380285.6 6573498.5,380286.4 6573497.3,380287.2 6573496.5,380288.1 6573496.3,380289.0 6573496.5,380289.9 6573497.3,380290.7 6573498.5,380291.4 6573500.1,380292.0 6573502.1,380292.4 6573504.4,380292.7 6573506.8,380292.8 6573509.4))"
96,380433.88,6573521.31,20.61,11.00,165.0,3083.2,"POLYGON((380442.3 6573521.6,380442.2 6573522.5,380441.8 6573523.4,380441.2 6573524.1,380440.4 6573524.8,380439.4 6573525.4,380438.3 6573525.8,380437.0 6573526.1,380435.7 6573526.2,380434.5 6573526.1,380433.2 6573525.8,380432.1 6573525.4,380431.1 6573524.8,380430.3 6573524.1,380429.7 6573523.4,380429.3 6573522.5,380429.1 6573521.6,380429.3 6573520.7,380429.7 6573519.9,380430.3 6573519.1,380431.1 6573518.4,380432.1 6573517.8,380433.2 6573517.4,380434.5 6573517.1,380435.7 6573517.0,380437.0 6573517.1,380438.3 6573517.4,380439.4 6573517.8,380440.4 6573518.4,380441.2 6573519.1,380441.8 6573519.9,380442.2 6573520.7,380442.3 6573521.6))"
97,380537.88,6573520.31,21.09,11.00,950.0,16768.0,"POLYGON((380579.4 6573491.6,380578.9 6573497.2,380577.5 6573502.6,380575.2 6573507.5,380572.2 6573511.9,380568.5 6573515.5,380564.3 6573518.1,380559.7 6573519.8,380555.0 6573520.3,380550.2 6573519.8,380545.7 6573518.1,380541.4 6573515.5,380537.8 6573511.9,380534.7 6573507.5,380532.5 6573502.6,380531.1 6573497.2,380530.6 6573491.6,380531.1 6573485.9,380532.5 6573480.6,380534.7 6573475.6,380537.8 6573471.2,380541.4 6573467.6,380545.7 6573465.0,380550.2 6573463.4,380555.0 6573462.8,380559.7 6573463.4,380564.3 6573465.0,380568.5 6573467.6,380572.2 6573471.2,380575.2 6573475.6,380577.5 6573480.6,380578.9 6573485.9,380579.4 6573491.6))"
98,380760.88,6573520.31,14.82,11.00,277.0,3257.1,"POLYGON((380762.0 6573520.1,380761.8 6573522.2,380761.5 6573524.2,380760.8 6573526.0,380760.0 6573527.6,380759.0 6573528.9,380757.9 6573529.9,380756.6 6573530.5,380755.3 6573530.7,380754.0 6573530.5,380752.7 6573529.9,380751.6 6573528.9,380750.6 6573527.6,380749.7 6573526.0,380749.1 6573524.2,380748.7 6573522.2,380748.6 6573520.1,380748.7 6573518.1,380749.1 6573516.1,380749.7 6573514.2,380750.6 6573512.6,380751.6 6573511.3,380752.7 6573510.4,380754.0 6573509.8,380755.3 6573509.6,380756.6 6573509.8,380757.9 6573510.4,380759.0 6573511.3,380760.0 6573512.6,380760.8 6573514.2,380761.5 6573516.1,380761.8 6573518.1,380762.0 6573520.1))"
99,379818.88,6573519.31,24.01,11.00,91.0,2010.9,"POLYGON((379831.9 6573513.4,379831.8 6573514.2,379831.4 6573515.0,379830.8 6573515.7,379830.0 6573516.3,379829.0 6573516.9,379827.9 6573517.2,379826.7 6573517.5,379825.5 6573517.6,379824.2 6573517.5,379823.0 6573517.2,379821.9 6573516.9,379820.9 6573516.3,379820.1 6573515.7,379819.5 6573515.0,379819.2 6573514.2,379819.1 6573513.4,379819.2 6573512.6,379819.5 6573511.8,379820.1 6573511.1,379820.9 6573510.4,379821.9 6573509.9,379823.0 6573509.5,379824.2 6573509.3,379825.5 6573509.2,379826.7 6573509.3,379827.9 6573509.5,379829.0 6573509.9,379830.0 6573510.4,379830.8 6573511.1,379831.4 6573511.8,379831.8 6573512.6,379831.9 6573513.4))"
100,380127.88,6573516.31,25.81,11.00,758.0,15372.8,"POLYGON((380128.7 6573525.8,380128.4 6573527.6,380127.5 6573529.4,380126.1 6573531.1,380124.1 6573532.5,380121.8 6573533.7,380119.1 6573534.6,380116.2 6573535.1,380113.1 6573535.3,380110.1 6573535.1,380107.2 6573534.6,380104.5 6573533.7,380102.1 6573532.5,380100.2 6573531.1,380098.7 6573529.4,380097.8 6573527.6,380097.5 6573525.8,380097.8 6573523.9,380098.7 6573522.1,380100.2 6573520.5,380102.1 6573519.1,380104.5 6573517.9,380107.2 6573517.0,380110.1 6573516.5,380113.1 6573516.3,380116.2 6573516.5,380119.1 6573517.0,380121.8 6573517.9,380124.1 6573519.1,380126.1 6573520.5,380127.5 6573522.1,380128.4 6573523.9,380128.7 6573525.8))"
101,380413.88,6573516.31,25.73,11.00,63.0,1168.5,"POLYGON((380412.5 6573512.6,380412.5 6573513.8,380412.4 6573515.0,380412.1 6573516.1,380411.8 6573517.1,380411.5 6573517.8,380411.0 6573518.4,380410.6 6573518.8,380410.1 6573518.9,380409.6 6573518.8,380409.1 6573518.4,380408.7 6573517.8,380408.3 6573517.1,380408.0 6573516.1,380407.8 6573515.0,380407.7 6573513.8,380407.6 6573512.6,380407.7 6573511.4,380407.8 6573510.2,380408.0 6573509.1,380408.3 6573508.2,380408.7 6573507.4,380409.1 6573506.8,380409.6 6573506.5,380410.1 6573506.3,380410.6 6573506.5,380411.0 6573506.8,380411.5 6573507.4,380411.8 6573508.2,380412.1 6573509.1,380412.4 6573510.2,380412.5 6573511.4,380412.5 6573512.6))"
102,380464.88,6573516.31,19.21,11.00,64.0,1150.1,"POLYGON((380465.9 6573514.4,380465.9 6573515.0,380465.7 6573515.7,380465.3 6573516.2,380464.9 6573516.7,380464.3 6573517.1,380463.7 6573517.4,380463.0 6573517.6,380462.2 6573517.6,380461.5 6573517.6,380460.8 6573517.4,380460.2 6573517.1,380459.6 6573516.7,380459.2 6573516.2,380458.8 6573515.7,380458.6 6573515.0,380458.5 6573514.4,380458.6 6573513.8,380458.8 6573513.2,380459.2 6573512.6,380459.6 6573512.1,380460.2 6573511.7,380460.8 6573511.4,380461.5 6573511.2,380462.2 6573511.2,380463.0 6573511.2,380463.7 6573511.4,380464.3 6573511.7,380464.9 6573512.1,380465.3 6573512.6,380465.7 6573513.2,380465.9 6573513.8,380465.9 6573514.4))"
103,380622.88,6573516.31,18.77,11.00,400.0,6366.4,"POLYGON((380625.2 6573517.1,380625.0 6573518.3,380624.3 6573519.4,380623.2 6573520.5,380621.7 6573521.4,380620.0 6573522.2,380617.9 6573522.7,380615.7 6573523.1,380613.4 6573523.2,380611.1 6573523.1,380608.9 6573522.7,380606.8 6573522.2,380605.0 6573521.4,380603.6 6573520.5,380602.5 6573519.4,380601.8 6573518.3,380601.6 6573517.1,380601.8 6573515.9,380602.5 6573514.8,380603.6 6573513.7,380605.0 6573512.8,380606.8 6573512.0,380608.9 6573511.5,380611.1 6573511.1,380613.4 6573511.0,380615.7 6573511.1,380617.9 6573511.5,380620.0 6573512.0,380621.7 6573512.8,380623.2 6573513.7,380624.3 6573514.8,380625.0 6573515.9,380625.2 6573517.1))"
104,380557.88,6573515.31,20.77,11.00,398.0,7035.0,"POLYGON((380580.8 6573508.1,380580.5 6573510.2,380579.8 6573512.3,380578.7 6573514.2,380577.2 6573515.9,380575.3 6573517.2,380573.2 6573518.3,380570.9 6573518.9,380568.6 6573519.1,380566.2 6573518.9,380563.9 6573518.3,380561.8 6573517.2,380559.9 6573515.9,380558.4 6573514.2,380557.3 6573512.3,380556.6 6573510.2,380556.3 6573508.1,380556.6 6573505.9,380557.3 6573503.8,380558.4 6573501.9,380559.9 6573500.2,380561.8 6573498.9,380563.9 6573497.8,380566.2 6573497.2,380568.6 6573497.0,380570.9 6573497.2,380573.2 6573497.8,380575.3 6573498.9,380577.2 6573500.2,380578.7 6573501.9,380579.8 6573503.8,380580.5 6573505.9,380580.8 6573508.1))"
105,380727.88,6573515.31,13.96,11.00,598.0,7145.5,"POLYGON((380743.8 6573509.4,380743.6 6573512.3,380742.9 6573515.0,380741.8 6573517.5,380740.4 6573519.7,380738.6 6573521.5,380736.5 6573522.9,380734.3 6573523.7,380732.0 6573524.0,380729.8 6573523.7,380727.5 6573522.9,380725.5 6573521.5,380723.7 6573519.7,380722.3 6573517.5,380721.2 6573515.0,380720.5 6573512.3,380720.3 6573509.4,380720.5 6573506.6,380721.2 6573503.8,380722.3 6573501.3,380723.7 6573499.1,380725.5 6573497.3,380727.5 6573496.0,380729.8 6573495.1,380732.0 6573494.8,380734.3 6573495.1,380736.5 6573496.0,380738.6 6573497.3,380740.4 6573499.1,380741.8 6573501.3,380742.9 6573503.8,380743.6 6573506.6,380743.8 6573509.4))"
106,380636.88,6573513.31,18.71,11.00,322.0,5164.6,"POLYGON((380653.1 6573510.5,380652.9 6573511.8,380652.3 6573513.0,380651.3 6573514.1,380649.9 6573515.1,380648.3 6573515.9,380646.4 6573516.5,380644.3 6573516.9,380642.2 6573517.0,380640.0 6573516.9,380638.0 6573516.5,380636.1 6573515.9,380634.4 6573515.1,380633.1 6573514.1,380632.1 6573513.0,380631.4 6573511.8,380631.2 6573510.5,380631.4 6573509.2,380632.1 6573508.0,380633.1 6573506.9,380634.4 6573505.9,380636.1 6573505.1,380638.0 6573504.5,380640.0 6573504.1,380642.2 6573504.0,380644.3 6573504.1,380646.4 6573504.5,380648.3 6573505.1,380649.9 6573505.9,380651.3 6573506.9,380652.3 6573508.0,380652.9 6573509.2,380653.1 6573510.5))"
107,380682.88,6573511.31,16.57,11.00,176.0,2486.5,"POLYGON((380699.0 6573504.7,380698.8 6573505.6,380698.3 6573506.5,380697.4 6573507.3,380696.3 6573508.1,380694.9 6573508.6,380693.3 6573509.1,380691.5 6573509.3,380689.7 6573509.4,380687.9 6573509.3,380686.2 6573509.1,380684.5 6573508.6,380683.1 6573508.1,380682.0 6573507.3,380681.1 6573506.5,380680.6 6573505.6,380680.4 6573504.7,380680.6 6573503.8,380681.1 6573502.9,380682.0 6573502.1,380683.1 6573501.4,380684.5 6573500.8,380686.2 6573500.4,380687.9 6573500.1,380689.7 6573500.0,380691.5 6573500.1,380693.3 6573500.4,380694.9 6573500.8,380696.3 6573501.4,380697.4 6573502.1,380698.3 6573502.9,380698.8 6573503.8,380699.0 6573504.7))"
108,380795.88,6573510.31,13.59,11.00,506.0,6042.1,"POLYGON((380801.4 6573500.5,380801.2 6573502.3,380800.5 6573504.0,380799.6 6573505.6,380798.2 6573506.9,380796.6 6573508.1,380794.8 6573508.9,380792.8 6573509.4,380790.7 6573509.6,380788.6 6573509.4,380786.6 6573508.9,380784.7 6573508.1,380783.1 6573506.9,380781.8 6573505.6,380780.8 6573504.0,380780.2 6573502.3,380780.0 6573500.5,380780.2 6573498.8,380780.8 6573497.1,380781.8 6573495.5,380783.1 6573494.1,380784.7 6573493.0,380786.6 6573492.2,380788.6 6573491.6,380790.7 6573491.5,380792.8 6573491.6,380794.8 6573492.2,380796.6 6573493.0,380798.2 6573494.1,380799.6 6573495.5,380800.5 6573497.1,380801.2 6573498.8,380801.4 6573500.5))"
109,379995.88,6573509.31,33.13,11.00,581.0,12156.2,"POLYGON((379999.4 6573518.3,379999.2 6573520.5,379998.6 6573522.5,379997.5 6573524.4,379996.1 6573526.0,379994.4 6573527.4,379992.5 6573528.4,379990.3 6573529.0,379988.1 6573529.2,379985.9 6573529.0,379983.8 6573528.4,379981.8 6573527.4,379980.1 6573526.0,379978.7 6573524.4,379977.7 6573522.5,379977.0 6573520.5,379976.8 6573518.3,379977.0 6573516.2,379977.7 6573514.2,379978.7 6573512.3,379980.1 6573510.6,379981.8 6573509.3,379983.8 6573508.3,379985.9 6573507.7,379988.1 6573507.5,379990.3 6573507.7,379992.5 6573508.3,379994.4 6573509.3,379996.1 6573510.6,379997.5 6573512.3,379998.6 6573514.2,379999.2 6573516.2,379999.4 6573518.3))"
110,379916.88,6573508.31,30.57,11.00,497.0,11877.5,"POLYGON((379923.9 6573506.3,379923.7 6573508.3,379923.1 6573510.3,379922.1 6573512.1,379920.7 6573513.7,379919.1 6573515.0,379917.2 6573515.9,379915.2 6573516.5,379913.1 6573516.7,379911.0 6573516.5,379908.9 6573515.9,379907.1 6573515.0,379905.4 6573513.7,379904.1 6573512.1,379903.1 6573510.3,379902.5 6573508.3,379902.3 6573506.3,379902.5 6573504.3,379903.1 6573502.3,379904.1 6573500.5,379905.4 6573499.0,379907.1 6573497.7,379908.9 6573496.7,379911.0 6573496.1,379913.1 6573495.9,379915.2 6573496.1,379917.2 6573496.7,379919.1 6573497.7,379920.7 6573499.0,379922.1 6573500.5,379923.1 6573502.3,379923.7 6573504.3,379923.9 6573506.3))"
111,380314.88,6573508.31,22.37,11.00,143.0,2903.5,"POLYGON((380319.6 6573507.6,380319.5 6573508.9,380319.3 6573510.3,380319.0 6573511.5,380318.5 6573512.5,380317.9 6573513.4,380317.3 6573514.0,380316.6 6573514.4,380315.8 6573514.6,380315.1 6573514.4,380314.4 6573514.0,380313.7 6573513.4,380313.2 6573512.5,380312.7 6573511.5,380312.3 6573510.3,380312.1 6573508.9,380312.1 6573507.6,380312.1 6573506.2,380312.3 6573504.9,380312.7 6573503.7,380313.2 6573502.6,380313.7 6573501.8,380314.4 6573501.1,380315.1 6573500.7,380315.8 6573500.6,380316.6 6573500.7,380317.3 6573501.1,380317.9 6573501.8,380318.5 6573502.6,380319.0 6573503.7,380319.3 6573504.9,380319.5 6573506.2,380319.6 6573507.6))"
112,380832.88,6573506.31,17.91,11.00,218.0,3453.0,"POLYGON((380836.5 6573510.2,380836.4 6573511.7,380836.1 6573513.1,380835.5 6573514.4,380834.8 6573515.5,380834.0 6573516.4,380833.0 6573517.1,380831.9 6573517.5,380830.8 6573517.7,380829.7 6573517.5,380828.6 6573517.1,380827.6 6573516.4,380826.7 6573515.5,380826.0 6573514.4,380825.5 6573513.1,380825.2 6573511.7,380825.1 6573510.2,380825.2 6573508.8,380825.5 6573507.4,380826.0 6573506.1,380826.7 6573505.0,380827.6 6573504.1,380828.6 6573503.4,380829.7 6573502.9,380830.8 6573502.8,380831.9 6573502.9,380833.0 6573503.4,380834.0 6573504.1,380834.8 6573505.0,380835.5 6573506.1,380836.1 6573507.4,380836.4 6573508.8,380836.5 6573510.2))"
113,379835.88,6573505.31,25.73,11.00,291.0,6593.5,"POLYGON((379852.5 6573510.7,379852.4 6573512.5,379851.9 6573514.3,379851.1 6573515.9,379850.1 6573517.4,379848.9 6573518.6,379847.4 6573519.4,379845.9 6573520.0,379844.3 6573520.2,379842.6 6573520.0,379841.1 6573519.4,379839.7 6573518.6,379838.4 6573517.4,379837.4 6573515.9,379836.6 6573514.3,379836.1 6573512.5,379836.0 6573510.7,379836.1 6573508.8,379836.6 6573507.0,379837.4 6573505.4,379838.4 6573503.9,379839.7 6573502.8,379841.1 6573501.9,379842.6 6573501.3,379844.3 6573501.2,379845.9 6573501.3,379847.4 6573501.9,379848.9 6573502.8,379850.1 6573503.9,379851.1 6573505.4,379851.9 6573507.0,379852.4 6573508.8,379852.5 6573510.7))"
114,380403.88,6573503.31,21.33,11.00,189.0,3463.4,"POLYGON((380407.2 6573486.1,380407.1 6573489.3,380406.7 6573492.3,380406.2 6573495.1,380405.5 6573497.6,380404.6 6573499.6,380403.6 6573501.1,380402.5 6573502.0,380401.3 6573502.3,380400.2 6573502.0,380399.0 6573501.1,380398.0 6573499.6,380397.1 6573497.6,380396.4 6573495.1,380395.9 6573492.3,380395.5 6573489.3,380395.4 6573486.1,380395.5 6573482.9,380395.9 6573479.9,380396.4 6573477.1,380397.1 6573474.6,380398.0 6573472.6,380399.0 6573471.1,380400.2 6573470.2,380401.3 6573469.9,380402.5 6573470.2,380403.6 6573471.1,380404.6 6573472.6,380405.5 6573474.6,380406.2 6573477.1,380406.7 6573479.9,380407.1 6573482.9,380407.2 6573486.1))"
115,380662.88,6573503.31,18.31,11.00,267.0,3834.5,"POLYGON((380676.1 6573506.9,380675.9 6573508.5,380675.4 6573510.0,380674.6 6573511.4,380673.5 6573512.6,380672.2 6573513.6,380670.6 6573514.3,380669.0 6573514.8,380667.2 6573515.0,380665.5 6573514.8,380663.9 6573514.3,380662.3 6573513.6,380661.0 6573512.6,380659.9 6573511.4,380659.1 6573510.0,380658.6 6573508.5,380658.4 6573506.9,380658.6 6573505.3,380659.1 6573503.8,380659.9 6573502.4,380661.0 6573501.2,380662.3 6573500.2,380663.9 6573499.4,380665.5 6573499.0,380667.2 6573498.8,380669.0 6573499.0,380670.6 6573499.4,380672.2 6573500.2,380673.5 6573501.2,380674.6 6573502.4,380675.4 6573503.8,380675.9 6573505.3,380676.1 6573506.9))"
116,380210.88,6573502.31,24.34,11.00,29.0,669.9,"POLYGON((380211.4 6573500.8,380211.3 6573501.2,380211.2 6573501.6,380211.0 6573501.9,380210.7 6573502.3,380210.4 6573502.5,380210.0 6573502.7,380209.6 6573502.8,380209.2 6573502.9,380208.8 6573502.8,380208.4 6573502.7,380208.0 6573502.5,380207.7 6573502.3,380207.4 6573501.9,380207.2 6573501.6,380207.1 6573501.2,380207.0 6573500.8,380207.1 6573500.3,380207.2 6573499.9,380207.4 6573499.6,380207.7 6573499.3,380208.0 6573499.0,380208.4 6573498.8,380208.8 6573498.7,380209.2 6573498.6,380209.6 6573498.7,380210.0 6573498.8,380210.4 6573499.0,380210.7 6573499.3,380211.0 6573499.6,380211.2 6573499.9,380211.3 6573500.3,380211.4 6573500.8))"
117,379819.88,6573500.31,24.32,11.00,6.0,145.9,"POLYGON((379820.8 6573501.3,379820.8 6573501.6,379820.7 6573501.8,379820.6 6573502.1,379820.4 6573502.3,379820.2 6573502.5,379819.9 6573502.6,379819.7 6573502.7,379819.4 6573502.7,379819.1 6573502.7,379818.8 6573502.6,379818.6 6573502.5,379818.4 6573502.3,379818.2 6573502.1,379818.1 6573501.8,379818.0 6573501.6,379818.0 6573501.3,379818.0 6573501.0,379818.1 6573500.8,379818.2 6573500.5,379818.4 6573500.3,379818.6 6573500.1,379818.8 6573500.0,379819.1 6573499.9,379819.4 6573499.9,379819.7 6573499.9,379819.9 6573500.0,379820.2 6573500.1,379820.4 6573500.3,379820.6 6573500.5,379820.7 6573500.8,379820.8 6573501.0,379820.8 6573501.3))"
118,380109.88,6573500.31,22.69,11.00,650.0,12811.0,"POLYGON((380123.1 6573492.1,380122.9 6573495.0,380122.2 6573497.7,380121.2 6573500.2,380119.8 6573502.3,380118.1 6573504.1,380116.1 6573505.5,380114.0 6573506.3,380111.8 6573506.6,380109.6 6573506.3,380107.5 6573505.5,380105.5 6573504.1,380103.8 6573502.3,380102.4 6573500.2,380101.3 6573497.7,380100.7 6573495.0,380100.5 6573492.1,380100.7 6573489.3,380101.3 6573486.6,380102.4 6573484.1,380103.8 6573481.9,380105.5 6573480.1,380107.5 6573478.8,380109.6 6573478.0,380111.8 6573477.7,380114.0 6573478.0,380116.1 6573478.8,380118.1 6573480.1,380119.8 6573481.9,380121.2 6573484.1,380122.2 6573486.6,380122.9 6573489.3,380123.1 6573492.1))"
119,380123.88,6573500.31,22.51,11.00,834.0,15960.2,"POLYGON((380152.6 6573478.8,380152.3 6573482.2,380151.5 6573485.4,380150.1 6573488.4,380148.3 6573491.0,380146.1 6573493.1,380143.6 6573494.7,380140.8 6573495.7,380138.0 6573496.0,380135.1 6573495.7,380132.4 6573494.7,380129.8 6573493.1,380127.6 6573491.0,380125.8 6573488.4,380124.4 6573485.4,380123.6 6573482.2,380123.3 6573478.8,380123.6 6573475.5,380124.4 6573472.3,380125.8 6573469.3,380127.6 6573466.7,380129.8 6573464.6,380132.4 6573463.0,380135.1 6573462.0,380138.0 6573461.7,380140.8 6573462.0,380143.6 6573463.0,380146.1 6573464.6,380148.3 6573466.7,380150.1 6573469.3,380151.5 6573472.3,380152.3 6573475.5,380152.6 6573478.8))"
120,380371.88,6573500.31,23.03,11.00,96.0,2002.5,"POLYGON((380376.0 6573496.0,380375.9 6573496.7,380375.6 6573497.4,380375.1 6573498.0,380374.5 6573498.5,380373.8 6573498.9,380372.9 6573499.3,380371.9 6573499.5,380371.0 6573499.5,380370.0 6573499.5,380369.0 6573499.3,380368.2 6573498.9,380367.4 6573498.5,380366.8 6573498.0,380366.3 6573497.4,380366.0 6573496.7,380365.9 6573496.0,380366.0 6573495.3,380366.3 6573494.7,380366.8 6573494.1,380367.4 6573493.5,380368.2 6573493.1,380369.0 6573492.8,380370.0 6573492.6,380371.0 6573492.5,380371.9 6573492.6,380372.9 6573492.8,380373.8 6573493.1,380374.5 6573493.5,380375.1 6573494.1,380375.6 6573494.7,380375.9 6573495.3,380376.0 6573496.0))"
121,380086.88,6573499.31,61.87,11.00,620.0,16373.7,"POLYGON((380103.6 6573484.6,380103.3 6573488.2,380102.7 6573491.7,380101.6 6573494.9,380100.1 6573497.7,380098.3 6573500.0,380096.2 6573501.7,380094.0 6573502.7,380091.6 6573503.1,380089.3 6573502.7,380087.1 6573501.7,380085.0 6573500.0,380083.2 6573497.7,380081.7 6573494.9,380080.6 6573491.7,380079.9 6573488.2,380079.7 6573484.6,380079.9 6573481.0,380080.6 6573477.5,380081.7 6573474.3,380083.2 6573471.5,380085.0 6573469.2,380087.1 6573467.4,380089.3 6573466.4,380091.6 6573466.0,380094.0 6573466.4,380096.2 6573467.4,380098.3 6573469.2,380100.1 6573471.5,380101.6 6573474.3,380102.7 6573477.5,380103.3 6573481.0,380103.6 6573484.6))"
122,380441.88,6573498.31,16.58,11.00,15.0,248.6,"POLYGON((380445.9 6573499.3,380445.8 6573499.6,380445.7 6573499.8,380445.5 6573500.1,380445.3 6573500.3,380445.0 6573500.5,380444.6 6573500.6,380444.3 6573500.7,380443.9 6573500.7,380443.5 6573500.7,380443.1 6573500.6,380442.8 6573500.5,380442.5 6573500.3,380442.2 6573500.1,380442.0 6573499.8,380441.9 6573499.6,380441.9 6573499.3,380441.9 6573499.0,380442.0 6573498.8,380442.2 6573498.5,380442.5 6573498.3,380442.8 6573498.1,380443.1 6573498.0,380443.5 6573497.9,380443.9 6573497.9,380444.3 6573497.9,380444.6 6573498.0,380445.0 6573498.1,380445.3 6573498.3,380445.5 6573498.5,380445.7 6573498.8,380445.8 6573499.0,380445.9 6573499.3))"
123,380149.88,6573496.31,49.82,11.00,1514.0,31374.9,"POLYGON((380187.6 6573495.2,380187.2 6573498.8,380186.0 6573502.2,380184.1 6573505.4,380181.4 6573508.1,380178.2 6573510.4,380174.5 6573512.1,380170.6 6573513.1,380166.4 6573513.5,380162.3 6573513.1,380158.3 6573512.1,380154.7 6573510.4,380151.5 6573508.1,380148.8 6573505.4,380146.9 6573502.2,380145.7 6573498.8,380145.3 6573495.2,380145.7 6573491.7,380146.9 6573488.2,380148.8 6573485.1,380151.5 6573482.3,380154.7 6573480.1,380158.3 6573478.4,380162.3 6573477.3,380166.4 6573477.0,380170.6 6573477.3,380174.5 6573478.4,380178.2 6573480.1,380181.4 6573482.3,380184.1 6573485.1,380186.0 6573488.2,380187.2 6573491.7,380187.6 6573495.2))"
124,380614.88,6573496.31,22.65,11.00,863.0,14758.2,"POLYGON((380615.3 6573482.4,380615.1 6573488.7,380614.4 6573494.7,380613.3 6573500.2,380611.8 6573505.1,380610.0 6573509.1,380607.9 6573512.1,380605.7 6573513.9,380603.3 6573514.5,380601.0 6573513.9,380598.7 6573512.1,380596.6 6573509.1,380594.8 6573505.1,380593.3 6573500.2,380592.2 6573494.7,380591.5 6573488.7,380591.3 6573482.4,380591.5 6573476.2,380592.2 6573470.1,380593.3 6573464.6,380594.8 6573459.7,380596.6 6573455.8,380598.7 6573452.8,380601.0 6573451.0,380603.3 6573450.3,380605.7 6573451.0,380607.9 6573452.8,380610.0 6573455.8,380611.8 6573459.7,380613.3 6573464.6,380614.4 6573470.1,380615.1 6573476.2,380615.3 6573482.4))"
